Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Issuer Type
138,88035PYY8,CA Tender Option Bo...,2.12MM,06/16/2025,05/15/2055,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,,,,ARPT,,
139,88035PYZ5,CA Tender Option Bo...,8.00MM,06/16/2025,04/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,,,GASFWD,,
140,88035PZA9,CA Tender Option Bo...,2.00MM,06/16/2025,08/01/2055,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,,,GASFWD,,
141,88035PZB7,CA Tender Option Bo...,10.00MM,06/16/2025,08/01/2055,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,,,GASFWD,,
142,88035R5B6,CA Tender Option Bo...,8.00MM,10/22/2025,04/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,,,GASFWD,,
143,88035RG81,CA Tender Option Bo...,2.30MM,09/23/2025,08/01/2052,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,,,GODIST,,
144,88035RGU2,CA Tender Option Bo...,3.94MM,08/06/2025,10/01/2054,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,,,,WTRSWR,,
145,88035TFT2,CA Tender Option Bo...,1.13MM,12/01/2025,05/15/2055,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,,,,ARPT,,
146,959215GJ7,CA Western Placer U...,3.94,655.00M,08/05/2025,08/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Education,Yes,No,No,No,No,No,APPROP,,Clean Transportation,Ren...|Infrastructure,Solar
147,959215GK4,CA Western Placer U...,4.09,730.00M,08/05/2025,08/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Education,Yes,No,No,No,No,No,APPROP,,Clean Transportation,Ren...|Infrastructure,Solar
148,959215GP3,CA Western Placer U...,4.7,2.26MM,08/05/2025,08/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Education,Yes,No,No,No,No,No,APPROP,,Clean Transportation,Ren...|Infrastructure,Solar
149,959215GT5,CA Western Placer U...,2.67,175.00M,08/05/2025,08/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,APPROP,
150,13034A7J3,CA California Infrast...,2.09,13.16MM,12/18/2025,10/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
151,13034A7KO,CA California Infrast...,2.02,13.82MM,12/18/2025,10/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
152,797669A65,CA San Francisco Ba...,2.66,4.75MM,09/11/2025,07/01/2033,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,No,Yes,Yes,SALESTAX,Clean Transportation,Public,Rail (Non Passenger),
153,840528AFO,CA South Tahoe Publ...,3.19,435.00M,01/30/2025,08/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
154,861431DH4,CA Stockton-East Wat...,2.53,2.50MM,11/18/2025,03/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Conservation,,
155,861431DJ0,CA Stockton-East Wat...,2.56,4.00MM,11/18/2025,03/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Conservation,,
156,861431DM3,CA Stockton-East Wat...,2.65,180.00M,11/18/2025,03/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Conservation,,
157,861431DN1,CA Stockton-East Wat...,2.74,190.00M,11/18/2025,03/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Conservation,,
158,861431DT8,CA Stockton-East Wat...,3.26,860.00M,11/18/2025,03/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Conservation,,
159,88035THU7,CA Tender Option Bo...,,10.00MM,12/09/2025,11/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,-,-,-,-,-,GASFWD,,,,
160,959215GX6,CA Western Placer U...,5.05,1.08MM,08/05/2025,08/01/2050,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,-,-,-,-,-,APPROP,,,,
161,13013JGT7,CA California Commu...,3.1,2.57MM,09/26/2025,04/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
162,13013JGV2,CA California Commu...,3.25,5.89MM,09/26/2025,04/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
163,13013JGX8,CA California Commu...,3.48,6.20MM,09/26/2025,04/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
164,13013JGY6,CA California Commu...,3.52,6.91MM,09/26/2025,10/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
165,13013JHA7,CA California Commu...,3.73,7.25MM,09/26/2025,10/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
166,13013JHE9,CA California Commu...,3.62,690.00M,10/14/2025,05/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Wind,,
167,13034A7G9,CA California Infrast...,2.14,4.00MM,12/18/2025,10/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
168,13034A7L8,CA California Infrast...,2,14.51MM,12/18/2025,10/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
169,13034A7N4,CA California Infrast...,2.1,15.99MM,12/18/2025,10/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
170,13034A7Q7,CA California Infrast...,2.21,17.63MM,12/18/2025,10/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
171,13034A7T1,CA California Infrast...,2.58,20.41MM,12/18/2025,10/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
172,13034A8G8,CA California Infrast...,4.29,104.88MM,12/18/2025,10/01/2050,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
173,25156SHW0,CA Deutsche Bank Sp...,,,5.00M,04/07/2025,05/15/2050,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,-,-,-,-,-,ARPT,,,
174,25156SHZ3,CA Deutsche Bank Sp...,,,5.00M,04/07/2025,05/15/2038,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,-,-,-,-,-,ARPT,,,
175,25156SKD8,CA Deutsche Bank Sp...,,,5.00M,05/15/2025,06/01/2055,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,-,-,-,-,-,WTRSWR,,,
176,271012HH2,CA East Bay Municipa...,3.85,1.33MM,05/22/2025,06/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,No,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
177,271012HJ8,CA East Bay Municipa...,3.97,1.39MM,05/22/2025,06/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,No,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
178,271012HK5,CA East Bay Municipa...,4.07,1.46MM,05/22/2025,06/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,No,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
179) 271012HP4,CA East Bay Municipa...,4.42,11.92MM,05/22/2025,06/01/2055,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,No,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,,
180) 271014578,CA East Bay Municipa...,3.94,12.09MM,05/15/2025,06/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,No,No,Yes,Yes,WTRSWR,Sustainable Water,Conservation,Infrastructure,,
181) 271014594,CA East Bay Municipa...,4.06,13.33MM,05/15/2025,06/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,No,No,Yes,Yes,WTRSWR,Sustainable Water,Conservation,Infrastructure,,
182) 5444452G3,CA City of Los Angel...,3.55,21.77MM,04/03/2025,05/15/2027,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
183) 5444452H1,CA City of Los Angel...,3.61,28.60MM,04/03/2025,05/15/2028,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
184) 5444452J7,CA City of Los Angel...,3.7,30.88MM,04/03/2025,05/15/2029,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
185) 5444452L2,CA City of Los Angel...,3.86,22.50MM,04/03/2025,05/15/2031,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
186) 5444452M0,CA City of Los Angel...,3.95,4.57MM,04/03/2025,05/15/2032,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
187) 5444452P3,CA City of Los Angel...,4.14,37.63MM,04/03/2025,05/15/2034,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
188) 5444452Q1,CA City of Los Angel...,4.21,39.51MM,04/03/2025,05/15/2035,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
189) 5444452T5,CA City of Los Angel...,4.36,25.00MM,04/03/2025,05/15/2038,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
190) 5444452U2,CA City of Los Angel...,4.42,15.20MM,04/03/2025,05/15/2039,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
191) 5444452W8,CA City of Los Angel...,4.65,62.53MM,04/03/2025,05/15/2041,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
192) 5444452Y4,CA City of Los Angel...,4.7,42.84MM,04/03/2025,05/15/2043,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,,
193) 5444455X3,CA City of Los Angel...,3.7,31.55MM,04/22/2025,05/15/2036,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Clean Transportation,Gree...,Public,LEED Certified,
194) 786005M21,CA Sacramento Muni...,2.59,14.18MM,06/26/2025,09/15/2029,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
195) 786005M39,CA Sacramento Muni...,2.65,3.70MM,06/26/2025,09/15/2030,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
196) 786005M47,CA Sacramento Muni...,2.75,4.18MM,06/26/2025,09/15/2031,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
197) 786005M54,CA Sacramento Muni...,2.86,2.86MM,06/26/2025,09/15/2032,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
198) 786005M62,CA Sacramento Muni...,2.92,1.89MM,06/26/2025,09/15/2033,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
199) 786005M88,CA Sacramento Muni...,3.25,4.74MM,06/26/2025,09/15/2035,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
200) 786005M96,CA Sacramento Muni...,3.46,3.25MM,06/26/2025,09/15/2036,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
201) 786005N20,CA Sacramento Muni...,3.6,12.27MM,06/26/2025,09/15/2037,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
202) 786005N53,CA Sacramento Muni...,3.93,17.33MM,06/26/2025,09/15/2040,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,,,,
203) 797661D36,CA San Francisco Ba...,1.93,17.41MM,09/09/2025,08/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,No,Yes,Yes,GODIST,Clean Transportation,Public,Rail (Non Passenger),,
204) 797661E43,CA San Francisco Ba...,3.05,30.03MM,09/09/2025,08/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,No,Yes,Yes,GODIST,Clean Transportation,Public,Rail (Non Passenger),,
205) 797661F67,CA San Francisco Ba...,4.43,48.92MM,09/09/2025,08/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,No,Yes,Yes,GODIST,Clean Transportation,Public,Rail (Non Passenger),,
206) 797661F75,CA San Francisco Ba...,4.354,61.87MM,09/09/2025,09/10/2025,FED TAXABLE/ST TAX-EX...,NEW MONEY,Transporta...,Yes,Yes,Yes,No,Yes,Yes,GODIST,Clean Transportation,Public,Rail (Non Passenger),,
207) 797661G66,CA San Francisco Ba...,2.52,21.47MM,09/09/2025,08/01/2032,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,,,,,,GODIST,,,,,
208) 797661G90,CA San Francisco Ba...,3.05,28.17MM,09/09/2025,08/01/2035,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,,,,,,GODIST,,,,,
209,797669A32,CA San Francisco Ba...,2.06,4.12MM,09/11/2025,07/01/2030,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,No,Yes,Yes,SALESTAX,Clean Transportation,Public,Rail (Non Passenger),
210,797669A40,CA San Francisco Ba...,2.3,4.32MM,09/11/2025,07/01/2031,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,No,Yes,Yes,SALESTAX,Clean Transportation,Public,Rail (Non Passenger),
211,79771FFR3,CA City of San Franci...,2.6,33.26MM,04/17/2025,11/01/2025,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
212,79771FFT9,CA City of San Franci...,2.53,23.54MM,04/17/2025,11/01/2027,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
213,79771FFV4,CA City of San Franci...,2.65,32.02MM,04/17/2025,11/01/2029,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
214,79771FFW2,CA City of San Franci...,2.7,3.00MM,04/17/2025,11/01/2029,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
215,79771FFX0,CA City of San Franci...,2.72,57.99MM,04/17/2025,11/01/2030,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
216,79771FFZ5,CA City of San Franci...,2.9,38.47MM,04/17/2025,11/01/2032,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
217,79771FGF8,CA City of San Franci...,3.42,9.39MM,04/17/2025,11/01/2038,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
218,79771FGJ0,CA City of San Franci...,3.72,5.96MM,04/17/2025,11/01/2041,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
219,79771FGK7,CA City of San Franci...,3.81,3.12MM,04/17/2025,11/01/2042,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
220,79771FGN1,CA City of San Franci...,4.06,960.00M,04/17/2025,11/01/2045,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
221,79811YAA6,CA San Joaquin Valle...,3.72,950.00M,02/13/2025,07/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
222,79811YAB4,CA San Joaquin Valle...,3.82,5.88MM,02/13/2025,07/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
223,79811YAC2,CA San Joaquin Valle...,3.87,5.62MM,02/13/2025,07/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
224,79811YAE8,CA San Joaquin Valle...,4.1,5.15MM,02/13/2025,07/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
225,79811YAF5,CA San Joaquin Valle...,4.12,5.32MM,02/13/2025,07/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
226,79811YAG3,CA San Joaquin Valle...,4.14,4.29MM,02/13/2025,07/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
227,79811YAH1,CA San Joaquin Valle...,4.16,3.87MM,02/13/2025,07/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
228,79811YAJ7,CA San Joaquin Valle...,4.18,3.99MM,02/13/2025,07/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
229,840528AA1,CA South Tahoe Publ...,2.95,340.00M,01/30/2025,08/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
230,840528AB9,CA South Tahoe Publ...,3,360.00M,01/30/2025,08/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
231,840528AC7,CA South Tahoe Publ...,3.03,375.00M,01/30/2025,08/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
232,840528AD5,CA South Tahoe Publ...,3.07,395.00M,01/30/2025,08/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
233,840528AE3,CA South Tahoe Publ...,3.12,415.00M,01/30/2025,08/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
234,840528AG8,CA South Tahoe Publ...,3.26,460.00M,01/30/2025,08/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
235,840528AH6,CA South Tahoe Publ...,3.33,485.00M,01/30/2025,08/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
236,840528AJ2,CA South Tahoe Publ...,3.41,510.00M,01/30/2025,08/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
237,840528AK9,CA South Tahoe Publ...,3.46,535.00M,01/30/2025,08/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
238,840528AL7,CA South Tahoe Publ...,3.52,560.00M,01/30/2025,08/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
238,840528AL,CA South Tahoe Publ...,3.52,560.00M,01/30/2025,08/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable water,Infrastructure,,
239,13034A7E4,CA California Infrast...,12.0...,1.37MMM,03/04/2025,01/01/2065,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,,DEV,Clean Transportation,Public,
240,13034A6B1,CA California Infrast...,9.772,1.86MM,03/04/2025,01/01/2065,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,,,
241,13013JGF7,CA California Commu...,4.48,1.02MMM,06/18/2025,03/01/2056,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Pollution Control,Renewa...|Greenhouse Gas Control,Energ,
242,13013JHJ8,CA California Commu...,3.88,1.04MMM,12/19/2025,12/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
243,13013JFX9,CA California Commu...,4.22,493.35MM,03/13/2025,01/01/2056,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,,,,
244,13013JGR1,CA California Commu...,4.72,931.71MM,07/25/2025,10/01/2055,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,GASFWD,,,,
245,5444456K0,CA City of Los Angel...,4.62,188.26MM,04/22/2025,05/15/2051,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Clean Transportation,Gree...|Public,LEED Certified,
246,13013JHG4,CA California Commu...,3.85,959.31MM,10/14/2025,10/01/2056,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Wind,,
247,5444453C1,CA City of Los Angel...,4.98,149.75MM,04/03/2025,05/15/2055,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,
248,959215GR9,CA Western Placer U...,4.98,8.71MM,08/05/2025,08/01/2050,FED & ST TAX-EXEMPT,NEW MONEY,Education,Yes,No,No,No,No,No,APPROP,Clean Transportation,Ren...|Infrastructure,Solar,
249,13034A7Y0,CA California Infrast...,3.49,26.05MM,12/18/2025,10/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
250,5444453D9,CA City of Los Angel...,4.87,271.12MM,04/03/2025,05/15/2055,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,
251,5444453B3,CA City of Los Angel...,4.87,210.82MM,04/03/2025,05/15/2050,AMT/ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Energy Efficiency,Green B...,LEED Certified,
252,13013JHH2,CA California Commu...,3.55,844.50MM,11/03/2025,11/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Pollution Control,Renewa...|Greenhouse Gas Control,Solar,
253,79811YAK4,CA San Joaquin Valle...,4.2,825.14MM,02/13/2025,01/01/2056,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,Solar,Wind,
254,797661E50,CA San Francisco Ba...,3.25,31.53MM,09/09/2025,08/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,No,Yes,Yes,GODIST,Clean Transportation,Public,Rail (Non Passenger),
255,13034A7X2,CA California Infrast...,3.31,24.81MM,12/18/2025,10/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
256,5444456J3,CA City of Los Angel...,4.56,32.00MM,04/22/2025,05/15/2048,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Clean Transportation,Gree...|Public,LEED Certified,
257,5444455Z8,CA City of Los Angel...,3.87,34.78MM,04/22/2025,05/15/2038,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Clean Transportation,Gree...|Public,LEED Certified,
258,5444456H7,CA City of Los Angel...,4.61,130.07MM,04/22/2025,05/15/2048,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,Clean Transportation,Gree...|Public,LEED Certified,
